Date,Open,High,Low,Close*,Adj Close**,Volume
"Jun 26, 2017","2,443.32","2,450.42","2,405.70","2,423.41","2,423.41","17,565,550,000"
"Jun 19, 2017","2,442.55","2,453.82","2,430.74","2,438.30","2,438.30","19,022,570,000"
"Jun 12, 2017","2,425.88","2,443.75","2,418.53","2,433.15","2,433.15","19,496,610,000"
"Jun 05, 2017","2,437.83","2,446.20","2,415.70","2,431.77","2,431.77","17,598,940,000"
"May 29, 2017","2,411.67","2,440.23","2,403.59","2,439.07","2,439.07","15,038,090,000"
"May 22, 2017","2,387.21","2,418.71","2,386.92","2,415.82","2,415.82","16,116,730,000"
"May 15, 2017","2,393.98","2,405.77","2,352.72","2,381.73","2,381.73","19,201,970,000"
"May 08, 2017","2,399.94","2,403.87","2,381.74","2,390.90","2,390.90","17,759,610,000"
"May 01, 2017","2,388.50","2,399.29","2,379.75","2,399.29","2,399.29","18,809,590,000"
"Apr 24, 2017","2,370.33","2,398.16","2,369.19","2,384.20","2,384.20","19,608,540,000"
"Apr 17, 2017","2,332.62","2,361.37","2,332.51","2,348.69","2,348.69","16,765,230,000"
"Apr 10, 2017","2,357.16","2,366.37","2,328.95","2,328.95","2,328.95","12,243,670,000"
"Apr 03, 2017","2,362.34","2,378.36","2,344.73","2,355.54","2,355.54","16,648,230,000"
"Mar 27, 2017","2,329.11","2,370.42","2,322.25","2,362.72","2,362.72","16,227,480,000"
"Mar 20, 2017","2,378.24","2,381.93","2,335.74","2,343.98","2,343.98","17,128,980,000"
"Mar 13, 2017","2,371.56","2,390.01","2,358.18","2,378.25","2,378.25","18,757,070,000"
"Mar 06, 2017","2,375.23","2,378.80","2,354.54","2,372.60","2,372.60","17,712,480,000"
"Feb 27, 2017","2,365.23","2,400.98","2,358.96","2,383.12","2,383.12","19,514,510,000"
"Feb 20, 2017","2,354.91","2,368.26","2,352.87","2,367.34","2,367.34","14,895,280,000"
"Feb 13, 2017","2,321.72","2,351.31","2,321.42","2,351.16","2,351.16","17,831,660,000"
"Feb 06, 2017","2,294.28","2,319.23","2,285.38","2,316.10","2,316.10","17,320,440,000"
"Jan 30, 2017","2,286.01","2,298.31","2,267.21","2,297.42","2,297.42","19,001,010,000"
"Jan 23, 2017","2,267.78","2,300.99","2,257.02","2,294.69","2,294.69","17,555,940,000"
"Jan 16, 2017","2,269.14","2,276.96","2,258.41","2,271.31","2,271.31","13,591,180,000"
"Jan 09, 2017","2,273.59","2,279.27","2,254.25","2,274.64","2,274.64","17,020,210,000"
"Jan 02, 2017","2,251.57","2,282.10","2,245.13","2,276.98","2,276.98","14,637,130,000"
"Dec 26, 2016","2,266.23","2,273.82","2,233.62","2,238.83","2,238.83","9,386,710,000"
"Dec 19, 2016","2,259.24","2,272.56","2,256.08","2,263.79","2,263.79","14,296,250,000"
"Dec 12, 2016","2,258.83","2,277.53","2,248.44","2,258.07","2,258.07","22,387,610,000"
"Dec 05, 2016","2,200.65","2,259.80","2,199.97","2,259.53","2,259.53","20,337,430,000"
"Nov 28, 2016","2,210.21","2,214.10","2,187.44","2,191.95","2,191.95","21,589,430,000"
"Nov 21, 2016","2,186.43","2,213.35","2,186.43","2,213.35","2,213.35","12,568,190,000"
"Nov 14, 2016","2,165.64","2,189.89","2,156.08","2,181.90","2,181.90","21,123,210,000"
"Nov 07, 2016","2,100.59","2,182.30","2,100.59","2,164.45","2,164.45","25,356,830,000"
"Oct 31, 2016","2,129.78","2,133.25","2,083.79","2,085.18","2,085.18","20,427,740,000"
"Oct 24, 2016","2,148.50","2,154.79","2,119.36","2,126.41","2,126.41","19,108,200,000"
"Oct 17, 2016","2,132.95","2,148.44","2,124.43","2,141.16","2,141.16","16,149,080,000"
"Oct 10, 2016","2,160.39","2,169.60","2,114.72","2,132.98","2,132.98","16,140,520,000"
"Oct 03, 2016","2,164.33","2,165.86","2,144.01","2,153.74","2,153.74","17,876,430,000"
"Sep 26, 2016","2,158.54","2,175.30","2,141.55","2,168.27","2,168.27","18,967,960,000"
"Sep 19, 2016","2,143.99","2,179.99","2,135.91","2,164.69","2,164.69","16,885,840,000"
"Sep 12, 2016","2,120.86","2,163.30","2,119.12","2,139.16","2,139.16","20,204,330,000"
"Sep 05, 2016","2,181.61","2,187.87","2,127.81","2,127.81","2,127.81","14,728,870,000"
"Aug 29, 2016","2,173.56","2,184.87","2,157.09","2,179.98","2,179.98","10,249,630,000"
