,Returns
23970,0.35028248587570626
19394,2.5375
24042,0.6083916083916083
27625,0.784375
1855,0.43761916604493073
16283,0.2587064676616917
22311,1.8264462809917357
26338,0.5693045563549161
22364,0.6167082986400222
17225,-0.3014925373134329
29616,1.929078014184397
16061,-0.18663663663663654
16954,-0.7216940363007778
18927,0.5184381778741866
6863,-0.02741407528641578
2965,0.5085792724776939
2494,-0.04380952380952389
424,0.6272340425531916
388,-0.14080135440180583
8185,-0.04546322827125124
12611,-0.19070453707119137
698,0.5238642898217366
18321,-0.3085365853658536
19136,1.0666666666666667
7601,-0.41705069124423966
1021,-0.1007751937984497
21448,-0.1675054704595186
2614,0.5711147721032399
19450,0.43337632701656903
22244,-0.2500000000000001
220,-0.9285714285714286
4801,-0.21300943585625373
27105,0.993622448979592
2152,-0.17464788732394376
18053,0.013171225937183404
2147,-0.6964618249534451
3450,0.19310344827586212
17953,-0.7953403380539059
9323,0.021170904790065125
5123,1.769230769230769
18225,0.2523596621957277
28251,4.103896103896104
25954,-0.642832198358652
23436,-0.262056414922657
3668,-0.294238683127572
11858,-0.01697699890470987
16930,-0.1348090205542149
4464,0.3778417702334042
7460,1.5850409836065575
17836,-0.18932527693856996
1958,-0.35646140503035556
28874,0.07294117647058815
14783,-0.4959677419354839
23921,0.12075471698113205
9702,-0.5404255319148936
12147,-0.25149572649572643
19155,1.1222493887530562
19001,0.15750000000000006
27450,0.34828003077261255
20676,0.11978984238178628
23623,-0.15319148936170215
10988,-0.5722411831626848
19948,-0.5384615384615384
3624,0.24945933712216461
20461,0.0016842105263157536
166,0.7921092564491655
19972,-0.1999200319872051
4104,-0.10490726429675425
22825,0.3916595012897676
20186,0.5730932203389831
2848,-0.07177363699102836
23136,2.5491803278688527
19012,0.014516936425830093
15915,-0.34103260869565216
22184,-0.03775825219662779
23680,0.21275121275121278
554,-0.36059479553903345
29468,0.5789962825278809
3689,0.4641618497109825
12360,0.2739557739557739
5328,-0.1348555119514806
19147,0.11446884435904481
8844,0.266025641025641
15084,-0.20021186440677963
538,0.07454565241049074
25651,0.7291666666666669
15856,-0.3745819397993311
16188,0.20226551880380603
7827,-0.01234567901234578
23240,-0.8814814814814815
22902,0.9008937752115795
586,-0.49104859335038364
21778,-0.6073825503355704
25111,0.179206746606931
17809,-0.5398679532757745
7687,-0.11764705882352935
16094,0.17757514353259027
28106,0.24008350730688943
18234,-0.09012439705509005
15987,0.08985695708712609
27537,0.3080195703041906
24493,0.869427758457161
16024,1.4407894736842104
427,0.9795221843003412
7455,-0.7119864464210081
2151,1.8451935081148565
11105,-0.5673267326732673
4557,-0.6677740863787376
25818,-0.026976160602258454
16931,0.008702408702408739
26582,-0.22955271565495214
844,0.3107523302263649
28913,-0.032711474571939715
21257,0.4524793388429752
7812,0.20334629269647336
3173,-0.5562043795620437
6373,0.15041710114702825
23217,0.026913372582001705
6514,0.044623990055935404
17133,-0.30836065573770494
14472,0.38828229027962735
26889,-0.11455108359133115
2849,-0.4647302904564316
6736,0.21812865497076003
11169,0.13041534095794982
11484,-0.1390625000000001
2484,0.3460837887067394
24192,0.27994661327994663
15675,1.5741888443310244
21293,-0.3824561403508772
16563,0.2697805516408294
14288,-0.016636528028932996
10694,1.0803434529285496
23261,-0.43010752688172044
16456,0.3705028721152877
17541,-0.4228341939185312
18964,0.4723698193411265
19192,-0.13194148558443403
17338,0.7861827721906427
17708,-0.0980335454019666
2888,-0.282258064516129
18781,-0.0050974512743628695
19631,0.2102206736353079
19589,-0.3114206128133705
10579,-0.11805555555555551
2208,-0.41383683246442154
27399,4.092592592592593
15207,0.3379867744305659
26616,0.08152866242038224
2768,0.09460808786819767
19727,0.8611111111111112
1749,0.029825616355983037
27647,-0.5067873303167421
5531,0.3748915244431588
17576,0.2258696717295443
9041,-0.06054687500000003
21380,-0.6915887850467289
7912,0.49404499338332575
4658,0.04366925064599477
5555,0.46612595419847325
12765,0.5558194774346793
12018,-0.11059907834101376
24304,0.8524301737409282
8122,0.26918238993710686
14748,0.09090909090909079
28776,0.04626334519572944
18323,0.01636904761904767
4604,1.8242612752721619
28699,-0.3995584988962472
23404,0.06810253298953427
12435,0.07988587731811705
4871,0.4520413182488934
3609,0.06065034709535997
26649,4.1265822784810124
2026,0.11444077394997626
5017,-0.4192139737991266
17158,0.39486607142857155
13283,1.8188679245283021
9361,-0.07724425887265127
27872,-0.7144772117962467
10427,-0.5635910224438903
6213,0.5845460845460845
4794,0.2875816993464053
5990,0.10912343470483017
17692,0.34571428571428575
23578,-0.33886124930901046
18209,0.23529411764705882
27878,1.1615853658536586
26189,-0.6126566149925675
3073,0.36206524087275865
6146,-0.49135944700460826
22966,-0.221875
11621,0.1443850267379679
23054,-0.030155345720377657
8139,0.30899462718874415
7256,0.8564480702855349
22737,0.2807835820895522
21724,-0.648297213622291
7901,-0.32595494613124393
3952,-0.5835240274599541
22064,-0.6099374021909233
631,-0.14474911397127402
23245,3.9520000000000004
27340,0.07932831499710487
5654,0.00784108729743869
14273,0.275058275058275
4057,0.457220911461567
1573,-0.22954326665953573
4147,0.7319291527046433
26691,-0.5196978975301082
29169,-0.0782933802507148
3017,0.2240767045454545
17773,-0.0014570179698883505
24885,-0.24122250423011846
27967,0.5475755137862942
6378,-0.6741854636591479
24118,1.1962012106032145
22715,0.015238343318572567
2104,-0.5701754385964912
19397,0.7114340745928909
27524,0.3026634382566586
23607,1.110236220472441
5613,1.3048668503213958
10538,0.3507543103448277
17427,0.244586691955113
11931,0.24528301886792453
2949,-0.2986198243412798
20008,0.06469833119383815
4391,0.03592527542711149
27379,-0.07584807844021192
19915,0.04983388704318937
18356,0.4041522491349481
627,0.06242568370986932
23275,-0.5021359223300971
15682,0.6362068965517242
27050,0.04263959390862944
12723,0.034195162635529616
12127,-0.4982817869415808
26662,-0.5177238805970149
25064,-0.14340490797546016
6830,0.1985341668463031
22919,0.6238785369220152
6911,-0.17343604108310004
13128,0.740187350003871
22479,1.002875093174316
6908,0.923076923076923
12414,0.9027484143763211
22168,-0.2818181818181818
6725,-0.4900727344210733
6263,-0.029725363489499133
8135,0.1089630931458699
7538,0.6036517202831947
27642,0.2738453129270291
6116,-0.018987341772151913
10794,1.590529247910864
11352,1.0515212981744424
20328,0.2710398650073825
4371,2.4067641681901284
17153,0.6207547169811322
25521,0.639351643403872
27699,-0.19937086451892824
8757,-0.19254341164453515
12960,0.08990363556723618
9211,-0.1937590711175617
16561,1.8962848297213621
5460,0.013699951760733116
17514,0.05694387546087671
52,-0.6002645502645503
26354,-0.3791891891891892
691,0.33245382585751976
8695,0.3881313616285769
20447,0.08544011810297109
10661,0.6940959409594094
27568,0.2952380952380953
23143,-0.3688581314878893
25566,0.11409395973154378
6346,0.270883106728639
27598,-0.11844660194174762
21038,0.9275599128540306
18328,-0.537007874015748
4877,-0.11335474988526854
17259,0.2327193932827736
20372,0.332072617246596
17512,-0.10189027201475337
23326,-0.139296636085627
14999,-0.08282700905651735
15539,-0.006610477607007083
2342,2.237366003062787
23572,-0.5502446368084306
21849,0.7253521126760566
14082,0.1157142857142857
5453,-0.024249999999999973
9538,0.17427675148135224
5786,-0.2004187285877427
8549,0.009801999607920017
10188,0.44920741236883227
28040,-0.1478260869565217
25813,0.6931216931216932
1674,0.7974015696102357
6994,0.23344293095349936
19985,-0.3859956236323852
7880,0.26660600545950863
16905,-0.2668621700879766
10551,-0.05351473922902493
3429,-0.3805378216289417
26503,0.8939051918735894
24006,0.02857142857142857
8452,0.45258103241296516
12560,-0.4284607438016529
10580,-0.2029185022026432
18774,-0.48886454910551297
3994,-0.5224619038195132
15541,0.8831958315240988
20843,-0.17431192660550457
26482,1.145564168819983
27617,-0.28277752398355416
22811,1.3167701863354038
19999,-0.06142857142857139
28540,0.24092409240924081
24672,0.3195548489666138
29261,0.2001048034934497
29556,0.4948356807511737
23851,-0.21530431540684133
1580,0.03407984420642645
8505,0.9606832097969707
9083,-0.033195798949737496
4671,0.7360339758248938
19548,1.4445525291828794
26707,0.4757817290006133
24139,-0.31314243759177673
7435,-0.5894736842105263
27646,-0.15777262180974472
22968,-0.23661971830985912
28126,-0.23576264436479483
24643,0.645850451930978
8482,0.17750801649106734
2647,0.1180734159457563
29263,0.2955075090626619
15185,-0.12246923382294564
1760,0.7167924913283005
5079,0.689406286379511
4937,0.4045017770172437
6630,-0.3743315508021391
15757,0.0
21418,-0.09583333333333333
2270,0.8032258064516128
14248,-0.4025974025974027
11070,0.09541150764748715
18786,0.34018914700211195
28282,-0.016521739130434834
14502,-0.10961866818440519
407,0.16219008264462814
10009,-0.30973451327433627
1458,0.04487179487179491
7472,0.039388442601710184
28709,0.38941043935411196
6233,-0.4479917610710608
12954,0.13676248108925856
4352,-0.051679136941012685
25979,1.499804151978065
232,-0.08487589798167922
18854,0.874231032125769
17194,-0.3466981132075472
4035,-0.4019417475728156
8660,0.23317307692307684
4203,0.2
18588,-0.16709956709956722
24751,-0.13520048357848077
7395,0.35229929851909597
8468,-0.17969104952294418
6999,0.4112896933759851
1263,-0.03733229632510211
18094,-0.6486486486486487
21148,1.9107142857142858
25496,1.0274124544446206
12651,0.25365853658536575
4083,-0.033018867924528274
19955,0.4978260869565218
13100,3.552032520325203
27294,0.16112149532710277
311,0.6325689255346559
9091,-0.09398496240601503
19723,-0.6326530612244898
930,-0.18194389569340183
27805,-0.44950343773873186
1257,0.06894934333958719
434,-0.14676113360323897
15590,1.0795180722891569
26097,0.049730757047830226
27181,0.4593639575971731
23265,2.0444444444444447
16947,0.023582538886101297
25950,0.34848128090416775
11657,-0.30461303850552807
13422,-0.13899138991389917
26403,-0.27468354430379743
29166,0.37057851239669426
23819,-0.4614367562802997
4214,0.09127248500999328
23878,1.1842105263157894
21681,-0.7440633245382586
28566,-0.9671907040328093
27207,-0.19310229923358885
18954,-0.14480408858603067
23775,1.1776685393258428
8943,1.343137254901961
12033,0.5604514868678099
27401,2.6820809248554918
16224,1.5813953488372097
794,0.021863897239682895
15850,-0.2419928825622776
14659,-0.03946410368428729
9516,-0.04946524064171124
6298,-0.2597402597402597
14471,0.29146275149537787
27010,0.3551077136900625
15135,3.7878787878787876
25637,0.3044257301558859
4791,0.43362226277372257
7586,-0.008611636210879996
14293,-0.14282949487129867
10086,0.8124999999999999
25783,0.4091448931116388
4255,0.42668136714443217
14789,0.22222222222222215
389,0.28044996121024035
11404,0.11041666666666672
12821,0.46396797153024893
13776,-0.1592741935483871
1508,-0.570230607966457
2148,-0.5648696682464456
13416,0.0079120879120879
15487,-0.12060301507537688
18495,-0.029285435376805936
8118,1.251138353765324
28615,-0.021690590111642732
16364,0.8510290754655341
24395,0.9660339660339661
22703,0.3075528279517402
1443,-0.29373293086100327
14441,1.1686746987951808
17504,0.33981481481481474
920,0.33394640042038887
15475,0.47201509298355937
11209,-0.18520434557682353
21152,0.26553152323976076
26420,1.4672619047619047
13308,0.17924528301886797
612,-0.39285714285714285
25968,-0.09198355601233295
25267,0.14999999999999997
11127,-0.03774647887323953
13676,-0.2087912087912087
8863,0.9250720461095101
24425,-0.05219780219780218
3790,-0.5891812865497075
9901,0.21326676176890172
9380,-0.19586942038640906
1686,-0.41188959660297236
4336,0.1560135663970781
5473,1.0154405086285196
27317,0.3580312251918497
8821,-0.11168532873959222
20814,-0.13011710539485538
15483,-0.7157142857142856
7918,0.21975736568457524
12393,-0.20675989356281482
16173,-0.1481035520770619
14542,-0.8372093023255814
6855,0.6203645505971088
544,-0.05150037199305616
25199,0.5520110957004161
5872,-0.23267653187729165
19411,0.5861827956989246
19447,0.4122180187753958
2359,-0.3540891000128386
12176,-0.19109114729552687
23127,-0.30426136363636375
2875,0.08253264350825312
13268,-0.35297899699957136
18698,0.29967206790123446
16536,1.7179314976494289
27098,-0.7268030584831577
26552,-0.05384615384615389
17939,-0.46322509020260894
22559,0.4783333333333334
3279,0.6145755071374905
3703,0.1621414913957936
13322,0.04137235116044401
18955,-0.06698999696877844
16453,0.2193671187247204
29429,-0.2605244166466201
3643,0.6729559748427671
12143,0.06873715460150714
11515,0.28234909209880577
17856,0.2601324503311258
27226,3.1157894736842104
3726,0.37542774165035664
18098,0.09230769230769222
20873,0.12260869565217386
21341,0.05514414176143873
25919,1.6674846625766868
12139,-0.10723751274209986
2302,0.5850864890135578
28214,-0.10087719298245616
29644,1.4898446833930707
26665,1.5903398926654742
16083,0.5507014739833065
219,-0.25000000000000006
4465,0.39103021311802805
26130,-0.5368907535481333
8379,0.42653352353780316
21210,-0.14950349393159254
11554,0.127521528842751
4385,0.02106499608457309
4344,-0.08074238578680197
21844,-0.28426395939086296
18118,0.5783003741314805
9485,0.8274950429610044
28119,0.41884816753926707
23547,0.20571428571428566
11368,0.2986247544204321
7194,-0.49090909090909085
17228,-0.21367521367521358
26073,0.5684298908480269
1431,-0.26850541516245485
22132,1.0462962962962963
12601,0.023702031602708902
18912,-0.24390243902439016
17736,1.053388090349076
12654,-0.8766013071895425
5878,0.7253843637553155
9704,0.3855421686746987
20425,0.24431057563587688
26850,0.3842632331902718
11492,1.4784482758620692
23116,-0.08695652173913056
2507,-0.06935630099728005
14387,0.14797360980207355
12416,-0.004689154439570448
3507,0.15295815295815296
23169,0.5324074074074073
2625,0.30088037286380115
12580,1.9506903353057197
5349,2.2624584717607976
10203,-0.21782877316857893
1100,-0.9408396946564886
10993,-0.24750499001996004
11914,0.2958555601148952
16742,0.18630396963466722
22186,-0.2694230769230769
19056,-0.178541208326282
6040,-0.038928571428571423
3423,0.05707335329341326
5236,-0.2486631016042781
17192,-0.24104046242774566
374,-0.5254556882463859
23150,-0.4288461538461538
29368,0.05412020669023646
3666,-0.3914807302231237
14129,0.1345294818344252
3933,-0.1899951899951899
19356,-0.16376306620209066
21833,-0.14048096192384765
1153,0.15443234836702965
28038,0.5384615384615384
16040,1.1440539436044137
3649,0.128140703517588
9329,0.11170068027210876
18848,-0.1611316113161132
11552,-0.1479815455594002
28337,0.04502369668246442
26518,1.2410852713178293
25058,0.015969891160614313
21303,0.16650246305418714
822,-0.15097159940209273
23201,0.050117462803445624
5808,0.5541105434277751
1763,0.2698927765237022
22078,-0.2750000000000001
27441,-0.8568904593639576
27203,0.03912742382271477
16632,0.7109959700633274
20750,2.5654142145767316
19630,0.07587064676616907
19698,1.7079646017699115
28619,-0.3002934463645256
26243,0.5800764031736704
16403,-0.09542743538767391
6569,-0.117283950617284
13341,0.8147597820703317
15490,0.8181818181818181
16467,0.10269323407050575
16136,0.24345549738219902
10301,0.19094036697247696
24785,-0.3674663545933294
11920,0.07605804111245455
18793,-0.0019189648555293292
9974,0.19504040122596825
5517,-0.13645097401637654
28995,-0.28233197556008144
7992,-0.3427272727272727
13231,0.7536496350364961
15334,-0.09464586846542991
6150,-0.062003179650238424
3774,0.30616521451417233
5155,0.1693402740890258
3454,-0.3826589595375723
415,0.21606033717834966
10078,-0.7409200968523002
18942,0.10526315789473682
15427,-0.8801762114537446
27291,0.14931801866475247
29001,1.494201030927835
6119,-0.052777777777777736
27648,-0.4159779614325068
2853,2.276546091015169
4752,-0.3481481481481482
10893,-0.44792079207920793
24957,0.04404844557586984
22959,-0.08023426061493408
17706,-0.01867386513129786
21596,-0.5721532158418416
8397,-0.3257038687462021
7985,0.9731318219983207
7231,0.5864909390444811
3691,-0.18477716574862282
15709,-0.10788381742738598
14817,1.577552171460801
665,0.01686121919584953
19135,0.26640079760717844
12087,0.5473908413205538
14873,0.06802970569359129
24314,1.0369872225958305
28729,-0.02390628735357399
24772,0.5033288948069239
13296,-0.375
9876,0.08029647930821494
20730,0.2668491276086213
24857,0.1148919135308247
14843,-0.695
4587,0.19849785407725318
