,Ticker,Returns
0,A,0.3603483909064068
1,A,0.34878676968957567
2,A,0.1652880132350729
3,A,0.07099953796396129
4,A,-0.052680652680652695
5,A,0.019146390107698415
6,A,0.14139979338842978
7,A,0.07493945006411157
8,A,0.15328947368421061
9,A,0.10496251338807577
10,A,0.006670087224217497
11,A,0.2683969147383782
12,A,0.2658423493044822
13,A,0.3037534178473776
14,A,0.41777445855115763
15,A,0.3772151898734178
16,AA,0.5153995261684255
17,AA,0.47095819459859417
18,AA,0.2407489968791796
19,AA,0.28626775721050374
20,AA,-0.13938650306748465
21,AA,-1.0209345794392524
22,AA,-0.5641562064156206
23,AA,-0.9628221377270806
24,AA,-0.984900146127618
25,AA,-0.2517547964436125
26,AA,-3.655844155844156
27,AA,-1.1835793357933582
28,AA,-0.7577054794520549
29,AA,0.07086956521739127
30,AA,0.8169934640522876
31,AA,0.7086021505376344
32,AAL,0.24284511784511795
33,AAL,0.09650296197210008
34,AAL,0.18157233919258267
35,AAL,-0.3227344992050874
36,AAL,-0.14754890123158673
37,AAL,-0.6307260828918664
38,AAL,-0.6188242651657286
39,AAL,-0.13880506940253473
40,AAL,-0.5140767824497255
41,AAL,-0.13794326241134766
42,AAL,-1.4790697674418603
43,AAL,-1.5297709923664122
44,AAL,-1.2199675324675325
45,AAL,-0.7537313432835823
46,AAL,0.4631710362047441
47,AAL,0.3788525367472736
48,AAOI,0.6772840273461778
49,AAOI,0.37275132275132267
50,AAOI,-1.2255729794933654
51,AAOI,-0.385858585858586
52,AAOI,-1.5368545526212058
53,AAOI,-1.501654533421575
54,AAOI,-1.0203086921202276
55,AAOI,-3.1635514018691584
56,AAOI,-1.279424977538185
57,AAOI,-0.3070934256055362
58,AAOI,-0.6133682830930538
59,AAOI,-0.14438502673796788
60,AAOI,0.008904719501335676
61,AAOI,-0.34418604651162804
62,AAOI,0.053349875930521165
63,AAOI,-0.08342989571263022
64,AAON,0.17652173913043478
65,AAON,0.09472259810554803
66,AAON,0.09511568123393306
67,AAON,-0.1062215477996965
68,AAON,0.09138793784566761
69,AAON,-0.05601600457273509
70,AAON,0.1634408602150538
71,AAON,0.34842792169270315
72,AAON,0.1693283745351127
73,AAON,0.29155699534318685
74,AAON,0.034067303697548824
75,AAON,0.05228635682158919
76,AAON,0.23510709504685404
77,AAON,0.25929814037192567
78,AAON,0.3234012649332397
79,AAON,0.1575623618566467
80,AAP,-0.47730467965454926
81,AAP,-0.6925668979187314
82,AAP,-0.24997892251918044
83,AAP,0.1374074074074074
84,AAP,0.4108389539699444
85,AAP,0.35341236783082347
86,AAP,0.31355981248914866
87,AAP,0.13300366065121064
88,AAP,-0.0456570155902006
89,AAP,0.019540085448605086
90,AAP,-0.8081833403097529
91,AAP,-0.09323878396405252
92,AAP,-0.06707156060205965
93,AAP,-0.013306169223912928
94,AAP,0.4881354116449729
95,AAP,0.30932984191639995
96,AAPL,0.2710062240663901
97,AAPL,0.31946403385049366
98,AAPL,0.1375420067210753
99,AAPL,0.21414581066376503
100,AAPL,0.3233900684330584
101,AAPL,-0.07342922028766077
102,AAPL,0.13045293258192445
103,AAPL,0.09529434928135452
104,AAPL,-0.031866739091073785
105,AAPL,0.45322847682119205
106,AAPL,0.2502347417840376
107,AAPL,0.4357920462119529
108,AAPL,0.5146322172422885
109,AAPL,0.45942720763723155
110,AAPL,0.4747225647348952
111,AAPL,0.33891459205405006
112,AAWW,0.3570235383447227
113,AAWW,0.10921501706484639
114,AAWW,0.07351712614870506
115,AAWW,0.2784452296819788
116,AAWW,-0.029067041725269454
117,AAWW,-0.4012434241989479
118,AAWW,-0.1687170474516696
119,AAWW,-0.5628451513143361
120,AAWW,-1.5760869565217395
121,AAWW,-0.5810964083175804
122,AAWW,-1.2871817775792764
123,AAWW,-0.11475006156119191
124,AAWW,0.595637310760215
125,AAWW,0.5137867647058824
126,AAWW,0.6247066711364397
127,AAWW,0.40619973680362625
128,ABAX,-0.13192436040044492
129,ABAX,-0.0730280411539237
130,ABAX,0.31569990072330173
131,ABBV,0.30164920882549584
132,ABBV,0.3522750669137327
133,ABBV,0.3036170212765958
134,ABBV,0.2117097545079297
135,ABBV,0.052776018577158544
136,ABBV,-0.060480349344978236
137,ABBV,-0.16078043961471963
138,ABBV,-0.2525170068027211
139,ABBV,-0.2640426951300866
140,ABBV,-0.03843101689150891
141,ABBV,-0.07400530503978776
142,ABBV,0.23413566739606126
143,ABBV,0.13850574712643676
144,ABBV,0.16197985939578197
145,ABBV,0.2945359281437125
146,ABBV,0.1447286338116032
147,ABC,0.020248282511751148
148,ABC,0.14801953336950624
