,Ticker,Returns
0,A,0.5633510270020771
1,A,0.5355953372189841
2,A,0.19801801801801794
3,A,0.07642572944297094
4,A,-0.050044286979628004
5,A,0.019520130134200866
6,A,0.16468641901037756
7,A,0.08101031880486663
8,A,0.18104118104118114
9,A,0.11727163940965309
10,A,-0.014721074380165297
11,A,0.3694258441373416
12,A,0.339078947368421
13,A,0.4362727597286683
14,A,0.7175474602360187
15,A,0.6056910569105692
16,AA,0.8902097902097902
17,AA,0.3170874926600116
18,AA,0.4010856453558506
19,AA,-0.12233469739392634
20,AA,-0.5051794302626711
21,AA,-0.3606776638430673
22,AA,-0.49052948773138183
23,AA,-0.4961963190184049
24,AA,-0.20112149532710277
25,AA,-0.7716178521617851
26,AA,-0.5335868187579215
27,AA,-0.406721870433512
28,AA,0.032756200280767395
29,AA,4.4642857142857135
30,AA,2.4317343173431736
31,AA,3.2859589041095894
32,AAL,0.10681049069373937
33,AAL,0.22185508614585805
34,AAL,-0.2439903846153846
35,AAL,-0.1285774410774412
36,AAL,-0.38677622778520915
37,AAL,-0.3822677226192776
38,AAL,-0.1218865924748278
39,AAL,-0.33953151412702237
40,AAL,-0.121221564350265
41,AAL,-0.5872420262664165
42,AAL,-0.6207000603500302
43,AAL,-0.5396709323583181
44,AAL,-0.4379432624113475
45,AAL,0.8627906976744186
46,AAL,0.6099236641221374
47,AAL,0.6939935064935066
48,AAOI,0.5942640236187261
49,AAOI,-0.5506775067750678
50,AAOI,-0.27842565597667646
51,AAOI,-0.605811062771908
52,AAOI,-0.6002645502645503
53,AAOI,-0.505026135906715
54,AAOI,-0.759820426487093
55,AAOI,-0.5612928655892787
56,AAOI,-0.2349437458636664
57,AAOI,-0.3907392363931763
58,AAOI,-0.12242990654205596
59,AAOI,-0.016172506738544607
60,AAOI,-0.2344290657439447
61,AAOI,0.05635648754914818
62,AAOI,-0.07700534759358277
63,AAOI,-0.3695458593054319
64,AAON,0.1046337817638266
65,AAON,0.10511363636363623
66,AAON,-0.09602194787379972
67,AAON,0.1005797101449275
68,AAON,-0.05304465493910692
69,AAON,0.19537275064267356
70,AAON,0.5347496206373291
71,AAON,0.20384514090071115
72,AAON,0.4115461560445841
73,AAON,0.006236559139784928
74,AAON,0.018390350009887278
75,AAON,0.2763071537956684
76,AAON,0.3587770803806438
77,AAON,0.47798088907353564
78,AAON,0.18703148425787114
79,AAON,0.1141231593038822
80,AAP,-0.40918140297458716
81,AAP,-0.19998651018481042
82,AAP,0.15929583512237008
83,AAP,0.6973287808796949
84,AAP,0.5465807730426164
85,AAP,0.4567911643200404
86,AAP,0.15340740740740746
87,AAP,-0.043663471778487895
88,AAP,0.019929509772508715
89,AAP,-0.45361421378551997
90,AAP,-0.09132361441140581
91,AAP,-0.04794605295718882
92,AAP,-0.015833123900477572
93,AAP,0.9536416910841355
94,AAP,0.4478691286947974
95,AAP,0.42612886189595994
96,AAPL,0.4694300518134715
97,AAPL,0.15947676036738093
98,AAPL,0.2725006923289948
99,AAPL,0.4779564315352697
100,AAPL,-0.06840620592383631
101,AAPL,0.1500240038406145
102,AAPL,0.10533188248095747
103,AAPL,-0.030882610984383312
104,AAPL,0.8289174867524602
105,AAPL,0.308495094969735
106,AAPL,0.7387280960819059
107,AAPL,1.0740539561832338
108,AAPL,0.8705849889624725
